id,screen_name,name,created_at,full_text,heure,longueur_texte,nombre_mots_cle,Catégorie,Inconfort,Urgence,Sentiment
167,Crypto_Daron,Daron ₿ ⚡🇨🇵,2024-04-10 12:43:53+00:00,"@ENGIEpartFR merci de dire à vos démarcheurs sur Le Mans d'arrêter de se faire passer pour des agents d'entretien du réseau électrique.\nJe ne suis pas chez vous pour l'électricité et je ne compte à souscrire à vos pseudos ""offres bouclier tarifaire"".\nLa malhonnêteté est dingue.",12:43:53,280,1,Problèmes de facturation,90.0,True,Négatif
168,DragonZord_777,DragonZord-DragoonZordon,2024-04-11 16:05:44+00:00,Super quand tu reçois une facture de régularisation de 850 euros de la part de @ENGIEpartFR avec des mensualisations qui montent de 130 euros à 275 euros par mois ... Tu m'étonne que des gens se retrouvent SDF du jour au lendemain @zoesagan Et le Bouclier Tarifaire dans tout ça ?,16:05:44,280,1,Problèmes avec l’application,80.0,False,Négatif
169,OmnesK,Kévin Comte | StreamRunners (Omnes),2024-04-12 12:27:30+00:00,"@ENGIEpartFR ils sont forts quand même, ils ont souscrit d'eux-mêmes un contrat à mon nom (alors que je suis chez @EDFofficiel) et là ils me mettent en recouvrement alors que j'ai jamais été client chez eux.\n\nEt la meuf au téléphone a le culot de me dire ""ça va 100€ c'est rien)",12:27:30,280,1,Service client injoignable,90.0,False,Négatif
170,nestor_RamJim_,@Palmira,2024-04-15 09:58:00+00:00,@ENGIEpartFR bonjour comment faire étant client et obligé de partir à l'étranger S. V. P. (Clouturer le service) Merci,09:58:00,118,1,Service client injoignable,90.0,False,Négatif
171,filledesiiles,🌟,2024-04-15 21:31:07+00:00,Janvier 286 kw/h 66€\nMars 246 kw/h 69€ \n\n@ENGIEpartFR ?????,21:31:07,62,0,,,,
172,axel_nader,Axel Nader,2024-04-16 08:31:03+00:00,@ENGIEpartFR  Comment un contrat de particulier peut être résilié sans le consentement ni aucune faute de sa part? \n#Erreur #Énergie #LenteurCognitive,08:31:03,151,1,Problèmes de facturation,90.0,True,Négatif
173,DeyrisJeff,Jeff $ALPH,2024-04-16 14:30:48+00:00,"@vince_b29 @ENGIEpartFR @UFCquechoisir Bonjour,\nJe suis dans la même merde, 2 mois que je paye une augmentation avec un prix qui passe de 0.20 à 0.38 sans avertissement. Avez vous trouvez un recours ou juste résilier ?\nMerci à vous",14:30:48,233,1,Problèmes avec l’application,80.0,False,Négatif
174,Wifie_wills,William's,2024-04-17 16:05:41+00:00,Ah ouais .. le service client @ENGIEpartFR c’est quelques choses de dingue ! 😅\n\nUn service à la hauteur de leur connerie pfff https://t.co/NLd6H6n3ZU,16:05:41,151,1,Service client injoignable,90.0,False,Négatif
175,pguign,Pascal J Guignard,2024-04-21 19:11:50+00:00,Encore une arnaque signée @ENGIEpartFR : le tarif week-end qui après 3 tentatives d'inscription sur deux mois n est toujours pas actif pour des raisons inconnues comme seul le mauvais service clients Engie peut vous le proposer. Inacceptable !,19:11:50,243,3,Service client injoignable,90.0,False,Négatif
176,venries,Fabien Venries,2024-04-22 08:40:48+00:00,"@ENGIEpartFR 1€/jour l’abonnement de gaz, passage de 252€/an en 2022 a 365€ en 2024 soit +44% comment arrivez vous à justifier cette hausse en 2 ans ?",08:40:48,150,0,Problèmes de facturation,90.0,True,Négatif
177,Chris_D_FR,Christian,2024-04-23 05:08:06+00:00,C’est quoi cette augmentation d’abonnement de 20% ?? ⁦@dgccrf⁩ ⁦@TF1⁩ ⁦⁦@ENGIEpartFR⁩ ⁦@afpfr⁩\ninadmissible !!!! #energie #gaz #engie https://t.co/p7b9hcBGX6,05:08:06,158,0,Problèmes de facturation,90.0,True,Négatif
178,SlappySlap_fr,Maxime,2024-04-24 06:08:02+00:00,"Il va falloir que l'on m'explique comment @ENGIEpartFR Arrive a me faire une mensualisation a 307.12 (x11) ce qui donne 3 378.32€, ça fait +1000 par rapport a ce que je paie cette année (2 380.88€) 1/2",06:08:02,201,1,Pannes et urgences,100.0,True,Négatif
179,_Hysope,🖤🕸️🦷Tiger'hysope du Chaos🦷🕸️🖤,2024-04-25 16:14:38+00:00,"Y'a @ENGIEpartFR qui continue de nous arnaquer la gueule en me faisant payer des heures pleines et heures creuses, contrat auquel on a jamais souscrit. J'ai l'impression d'être dans un sketch. On continue de me facturer tous les mois ce contrat tout en me disant qu'on va me",16:14:38,274,1,Problèmes de facturation,90.0,True,Négatif
180,cel1a69,🇵🇸,2024-04-26 21:43:54+00:00,@ENGIEpartFR le pire service qui puisse exister sur cette terre,21:43:54,63,1,Service client injoignable,90.0,False,Négatif
181,FestimagesNatur,CHAUVIN Yves,2024-04-30 19:02:34+00:00,Merci qui ?\nAugmentation du gaz \n#Engie\n@ENGIEpartFR https://t.co/gO8tfwkWLS,19:02:34,79,0,,,,
182,fseb5193,Fred 🌈,2024-05-02 12:05:27+00:00,"Merci @ENGIEpartFR +10,82% (HT) sur l'abonnement et +13,06%  (HT) sur le prix du kWh, au 1er juillet prochain. Continuez c'est open bar ! https://t.co/wmgRpLLoFo",12:05:27,161,0,Pannes et urgences,100.0,True,Négatif
183,deuslink1,deuslink,2024-05-02 17:37:14+00:00,Dîtes @ENGIEpartFR ça ne vous dérange pas de couper le gaz chez vos clients sans préavis pour de soi-disant factures impayées ? Mettre plusieurs jours pour redonner accès au gaz et ne faire aucun geste commercial lorsqu'il a été prouvé que les factures ont bel et bien été payées,17:37:14,279,1,Service client injoignable,90.0,False,Négatif
184,cerfalex,🦌 Alex.,2024-05-03 05:41:54+00:00,"Bonjour @ENGIEpartFR @ENGIEgroup. Pouvez-vous m'expliquer pourquoi, dans mon suivi, le montant des conso des mois précédents vient d'augmenter en catimini ? \nPour le gaz, + 20€ en Janvier par exemple...\nC'est normal ?",05:41:54,219,1,Problèmes de facturation,90.0,True,Négatif
185,capThom3,BTW Thom #jesuivacinne et je fais ce que je veux,2024-05-03 16:01:03+00:00,"@ENGIEpartFR poste 2, donc j'ai du refaire une demande par internet. Vous ne maitrisez absolument pas le numérique c'est affolant.",16:01:03,130,1,Problèmes de facturation,90.0,True,Négatif
186,babouzoulou,bab hola,2024-05-06 07:04:57+00:00,"Passer de 0,15 cts le kw/h a plus de 0,22cts le kw/h la bonne surprise de ENGIE soit disant une mise à jour a été faite sur la conso. le 2 mai j’avais une facture de 134 € pour avril et le 3 mai je me retrouve à devoir 194 € @ENGIEpartFR @CNEWS @BFMTV @TPMP 1/2",07:04:57,261,0,Problèmes de facturation,90.0,True,Négatif
187,FIVEDIDI5,FIVE,2024-05-06 07:58:36+00:00,@ENGIEpartFR je peux savoir pourquoi j’ai pas accès à mes factures mensuelles ?,07:58:36,79,1,,,,
188,guiguimufc,Guigui🇵🇹,2024-05-08 11:59:03+00:00,Pardon j’ai bien lu là ??? C’est quoi encore cette augmentation de taré ? @ENGIEpartFR https://t.co/YHx1L1wZEA,11:59:03,110,0,Problèmes de facturation,90.0,True,Négatif
189,juju_IDE_56,Julien_IDE-56🇨🇵,2024-05-11 10:27:13+00:00,@ENGIEpartFR on fait comment ?\nVous faites une erreur de facturation et la personne que nous appelons nous oblige à payer l'intégralité de la somme ??? C'est une blague ?????,10:27:13,175,2,Problèmes de facturation,90.0,True,Négatif
190,DrMaeker,Dr Éric Maeker,2024-05-11 10:41:06+00:00,Je remarque que le prix du kWh électrique augmente de mois en mois\n\n- aujourd'hui 0.22€ !!!\n\n- avril 0.19€\n- mars 0.17€\n- fév 0.17€\n- jan 0.15€\n- déc 23 0.15€\n- déc 22 0.16€\n- déc 21 0.15€\n\nIdem pour l'abonnement qui passe 13.4€ à 16.37€ !!!\n\n@ENGIEpartFR @ENGIEgroup ?,10:41:06,283,1,Problèmes de facturation,90.0,True,Négatif
191,LigeourP,ligeour   pierre,2024-05-13 08:04:55+00:00,"@FestimagesNatur @ENGIEpartFR Depuis mon  renouvellement  de contrat  j ai une ligne consommation  obligation  pour le  gaz 0,01319 +TVA et l électricité  0,01307 +TVA  ayant  partagé  avec  des  connaissances  clients  ENGIE fort de  constater que je suis le seul dans  ce cas et vous  ?",08:04:55,288,1,Service client injoignable,90.0,False,Négatif
192,ANDIAAAL,ANDIAL,2024-05-13 09:18:20+00:00,"Bonjour @ENGIEpartFR, ça fait plus de 10 min que j’attends au téléphone pour modifier la date de rdv avec le technicien, votre site étant en maintenance DEPUIS UNE SEMAINE ! 😡\n\nOn peut modifier ça en DM ? Merci ! #Engie @ENGIEgroup",09:18:20,233,2,Problèmes avec l’application,80.0,False,Négatif
193,clef_aux_fees,CLÉӨPHÉEᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,2024-05-13 11:32:47+00:00,"Bonjour, @ENGIEpartSAV @ENGIEpartFR , j'ai un problème assez urgent et votre chat ne marche pas sur le site. Serait-il possible d'avoir un conseiller relativement vite s'il vous plait ?",11:32:47,185,2,Pannes et urgences,100.0,True,Négatif
194,KrGA9z,TF AK 🔴🟡,2024-05-14 16:35:38+00:00,@ENGIEpartFR @ENGIEgroup Qui force ses clients à payé + SANS être prévenu évidemment ??? C’est hallucinant ! \nOn augmente la mensualité sans me prévenir et quand je demande une explication on ne m’en donne pas ! https://t.co/rJKV1cMcFw,16:35:38,236,1,Service client injoignable,90.0,False,Négatif
195,honoqueen_,moon☽,2024-05-15 06:30:09+00:00,@ENGIEpartFR  me prélever 400 balles sans me prévenir et ne me fournissant plus d’accès à mon espace client c’est normal ! ? 0 mail rien du tout et aucunes propositions de paiement en plusieurs fois je suis bien contente d’être partie de chez vous .,06:30:09,249,1,Service client injoignable,90.0,False,Négatif
196,AixeMatrice,Christelle,2024-05-16 09:00:40+00:00,Reçu Nouveau Prix de @ENGIEpartFR !! Merci #Macron ! Je paierai pas !  Et j’ouvre à un faux nom ! Fini d’être votre pigeonne !! https://t.co/4ez3eamq2y,09:00:40,151,1,Problèmes de facturation,90.0,True,Négatif
197,nicoleodera,NICOLEO,2024-05-16 11:23:44+00:00,@ENGIEpartFR @BFMTV L'estimation de ma mensualité était de 65 euros quand j'ai souscrit mon contrat chez @engie montant sensiblement identique à celui que je payais chez #Totalenergies,11:23:44,184,0,Problèmes de facturation,90.0,True,Négatif
198,tiredandtiring,Cassou,2024-05-18 12:36:00+00:00,@ENGIEpartFR c’est normal de résilier mon contrat 4 jours en avance alors que je suis encore dans l’appart ? Et comme par hasard impossible de vous joindre ! Merci vraiment quel service !,12:36:00,187,1,Service client injoignable,90.0,False,Négatif
199,StarPhonix,StarPhoenix,2024-05-19 19:19:10+00:00,"Engie qui me facture plus de 100€ alors que je ne suis plus chez eux depuis le 6 avril, c'est quoi ce bordel ?\n\nJe peux avoir une explication @ENGIEpartFR?",19:19:10,157,1,Problèmes de facturation,90.0,True,Négatif
200,Erikvano0802,Erik,2024-05-20 14:23:00+00:00,"Ça va, @ENGIEpartFR on vous dérange pas ??? https://t.co/STLwrsqFR2",14:23:00,67,1,,,,
201,lecrabedu72,🦅🇨🇵♿️ Le Crabe du 72 ♿️🇨🇵 🦅,2024-05-20 15:07:20+00:00,"Bizarre, j'ai reçu un SMS identifié @ENGIEpartFR disant qu'ils ont reçu l'attestation de mon chèque énergie, sauf que je ne leur ai pas envoyé, ni fait en reconduction automatique. @ENGIEpartSAV",15:07:20,194,2,Problèmes de facturation,90.0,True,Négatif
202,C_lawest22,L.,2024-05-22 07:37:53+00:00,Wow merci @ENGIEpartFR mais c’est 500€ que vous me devez https://t.co/b7Lu2eHdGC,07:37:53,80,0,Problèmes de facturation,90.0,True,Négatif
203,PetruSampieru,Micca Nomi,2024-05-22 11:09:05+00:00,@ENGIEpartFR \nMa facture mensuelle double \n100% augmentation \n  Merci Engie,11:09:05,78,0,,,,
204,fustinette,Nadia Fufette🔻🐝💧Tête Dure,2024-05-22 16:46:16+00:00,@HAPPEbyENGIE offre des tarifs moins cher car tout est en ligne par rapport à @ENGIEpartFR où tout se fait par téléphone ou messagerie \nQuelqu’un m’explique la différence ? 🤔🤔🤔🙄,16:46:16,178,1,Problèmes de facturation,90.0,True,Négatif
205,izzieknits,Isabelle,2024-05-23 17:17:48+00:00,@ENGIEpartFR @ENGIEgroup vous n’avez pas honte de couper le gaz à toute une copro à Romainville (93) sans préavis pour un défaut de paiement pour lequel aucune relance n’a jamais été faite?!! Des familles avec des nourrissons sont privé d’eau chaude pour une durée indéterminée !!,17:17:48,280,1,Problèmes avec l’application,80.0,False,Négatif
206,Monaidex,bop🇵🇸,2024-05-23 21:37:15+00:00,@ENGIEpartFR comment je peux avoir 2000e d’électricité ???? À réguler allo ?,21:37:15,76,0,,,,
207,LaBretonne12,La Bretonne 🇺🇦🏳️‍🌈,2024-05-24 14:34:44+00:00,"@GRDF @ENGIEpartFR \nAujourd'hui j ai rencontré Kafka. 45 mn au tel,avec engie puis grdf puis de nouveau engie. Engie est incapable de modifier une adresse, pour les factures OK, mais pour le reste non. Utilisation de sous traitant à tout va",14:34:44,241,0,Problèmes avec l’application,80.0,False,Négatif
208,NYID76,momo27,2024-05-25 09:40:55+00:00,@ENGIEpartSAV vous pouvez me faire un devis si je veux changer de fournisseur ?,09:40:55,79,0,Problèmes de facturation,90.0,True,Négatif
209,Kadorito,Arnaud Ladrière,2024-05-26 07:57:48+00:00,"6 ans qu'on est chez @ENGIEpartFR @ENGIEgroup et nous continuons à avoir des erreurs de facturation, toujours gérées comme des pieds. Là je viens de recevoir 3 factures datées d'hier, sans aucune justification ou conso, juste un montant, circulez y'a rien à voir. Scandaleux.",07:57:48,275,1,Problèmes de facturation,90.0,True,Négatif
210,Isa2Abraham,isabelle abraham,2024-05-26 15:55:17+00:00,"@ENGIEpartFR Bonjour \nEst ce normal de se retrouver avec une facture à payer sous 8 jours de plus de 2780 euros pour un studio après un changement de compteur Linky il\nY a 6 mois, sans aucune alerte, avec des fausses informations transmises par Enedis ? Un studio étudiant complètement rénové!",15:55:17,295,1,Problèmes avec l’application,80.0,False,Négatif
211,PfChenu,Pierre-François Chenu,2024-05-28 07:16:01+00:00,"'@ENGIEpartFR apporte son soutien au #PNCEE et à @Ecologie_Gouv dans sa lutte contre la fraude à la #RénovationEnergétique et son objectif de faire des #CEE un outil transparent et efficace pour les consommateurs.\nCes fraudes atteignent douloureusement les #consommateurs lésés, mais aussi l’ensemble des consommateurs qui se voient pénalisés par des factures d’énergie alourdies par les annulations de CEE frauduleux ! https://t.co/SslMBpFn6M",07:16:01,444,0,Problèmes de facturation,90.0,True,Négatif
212,Valywmb,Bonioma 📵,2024-05-29 07:25:37+00:00,Faudra me dire comment je consomme 370€ d’électricité soit mon appartement c’est Versailles soit les chauffages fonctionne à pleine puissance @ENGIEpartFR  je vous quitte toute façon,07:25:37,182,0,,,,
213,BH3Ganja1er,Bastien.C,2024-05-29 19:43:14+00:00,J'invite tout le monde à vérifier ses factures @ENGIEpartFR car ils sont en train de nous escroquer! Contrat soit disant bloqué pour 1 ans a 0.13cts du kwh je m'apercois que je suis à 0.30cts  depuis nov 2023 et à l'heure actuelle je  n'ai meme pas l'infos sur mon espace client!,19:43:14,279,2,Service client injoignable,90.0,False,Négatif
214,lambel0,lambel,2024-05-31 05:27:48+00:00,@med_energie depuis des mois et des mois @ENGIEgroup refuse de reconnaître une facturation abusive . 25€/mois 8 mois de l'année sans aucune consommation du client de gaz . Ils ne répondent pas ou avec  désinvolture . Ça fait très cher pour rien du tout. @med_energie @dgccrf https://t.co/8iB0CfHlhC,05:27:48,298,5,Service client injoignable,90.0,False,Négatif
215,DijkZee,pit 🍁🐳,2024-05-31 15:33:08+00:00,"@PfChenu @ENGIEpartFR @Ecologie_Gouv moi ce qui m'atteint douloureusement, ce sont les +20.24% d'augmentation de l'abonnement Gaz 😝\n#gazpasserelle #engie",15:33:08,154,0,Problèmes de facturation,90.0,True,Négatif
216,JlucLavieville,"Jluc. Lavieville,",2024-06-03 10:14:50+00:00,"@ENGIEpartFR bonjour, cela fait plusieurs jours que je n’arrive pas à me connecter à votre site. Pouvez-Vous me donner la raison de cette non connexion ?",10:14:50,153,2,Problèmes de facturation,90.0,True,Négatif
217,tutus_rayan,Tutus,2024-06-05 08:31:09+00:00,@ENGIEpartFR Attention arnaque chez ENGIE facture annuelle qui ne correspond pas à la consommation. Incapable de m’expliquer d’où vient le problème.,08:31:09,148,2,Problèmes de facturation,90.0,True,Négatif
218,bunjingi1,MARECHIANTE 🇺🇦🎗🇫🇷🥄🥥,2024-06-05 20:58:46+00:00,Je viens de recevoir un courrier d'@ENGIEpartFR : plus de 20% d'augmentation pour le seul abonnement. \nÇa ne va pas bien se passer...\n@BrunoLeMaire,20:58:46,149,1,Problèmes de facturation,90.0,True,Négatif
219,JRCondat,JRC,2024-06-06 06:56:22+00:00,@ZinoToujours @_bien_commun Dîtes @ENGIEgroup @ENGIEpartFR c'est normal que vous ayez un salarié qui utilise votre image et service pour menacer une personne ? Pire encore qu'il ait accès à un dossier sans que le client l'ait sollicité ? Un peu de ménage dans vos services serait bien 🙏,06:56:22,286,1,Service client injoignable,90.0,False,Négatif
220,MilltonFrost,Icare,2024-06-06 11:22:09+00:00,"@ENGIEpartFR bonjour, j’ai regardé mon échéancier, la semaine dernière, ok et je regarde aujourd’hui j’ai pris 30€ en plus?\nSans communication, sans prévenir, sans raison?\nVous annoncez un prix et vous le changez comme vous voulez?",11:22:09,233,0,Problèmes de facturation,90.0,True,Négatif
221,Me_Little_J,Julie,2024-06-06 11:29:41+00:00,"@ENGIEpartSAV un mois d’attente pour que quelqu’un me recontacte depuis la résiliation de mon contrat, on rappelle toutes les semaines et impossible d’avoir le service facturation en direct bien évidemment, comment on fait pour être remboursé d’un service non fait ?",11:29:41,266,4,Service client injoignable,90.0,False,Négatif
222,GGCadoudal,Cadoudal,2024-06-06 15:43:55+00:00,"@VaeVix quoi ?! tu ne contractes pas ?! moi c’est @ENGIEpartFR qui me fait vivre un enfer avec son appli de m… qui se déconnecte sans arrêt, exige une triple authentification (lol pour lire sa conso, s’cuse le secret défense 😂) et est totalement illisible une vrai usine .. à gaz !",15:43:55,281,2,Problèmes avec l’application,80.0,False,Négatif
223,T0m_K0ska,Tonton Koska,2024-06-07 12:53:32+00:00,La musique d'attente quand on appelle pour avoir un conseiller @ENGIEpartFR tu sais pas si tu appelles réellement Engie ou l'exorciste ! 🤣,12:53:32,138,1,,,,
224,PatriceBlanco,PatBla 🇫🇷,2024-06-07 16:04:17+00:00,"Bonjour @ENGIEpartSAV ,\n\nj’ai passé 15 minutes au téléphone et le conseiller n’a pas su me renseigner…\n\nJ’acquiers une maison le 25 juin.\nActuellement c’est la force qui est installée et je souhaite plutôt repasser en mono.\nC’est un compter linky, quel coût pour changer?\nMerci",16:04:17,284,1,Pannes et urgences,100.0,True,Négatif
225,GiCi,GiCi  Gens d'iCi φ🐝💧,2024-06-09 08:35:17+00:00,"@ENGIEpartFR \nsi l'augmentation des tarifs (contrat + conso) du #gazpasserelle vous interpelle , rien ne sert d'appeler #ENGIE pour connaitre les autres types de contrat!\nrep: ""nous on est gaz passerelle on ne connait pas les autres contrats!""\nbelle assist telephonique!",08:35:17,273,2,Problèmes de facturation,90.0,True,Négatif
226,Chabinegwada2,Lu Divine,2024-06-11 16:32:30+00:00,@ENGIEpartFR le pire des svc clients. Appeler 10 fois le svc client pour le même problème et avoir des conseillers arrogants qui ne consultent pas le dossier avant de donner une réponse toute faite et à côté de la plaque. A quand les remboursements des sommes indûment perçues ?!,16:32:30,279,2,Service client injoignable,90.0,False,Négatif
227,christou7796,un.doigt.dans.le.nez,2024-06-12 09:00:48+00:00,@ENGIEpartFR on en parle du fait que vous préleviez 970 euro à une personne sans même l'informer et en vous basant sur des estimations sans demander les relever ? Et que vous refusez d'activer le compteur pour qu'on les fasse ? Voleur un jour voleur toujours ?,09:00:48,260,1,Problèmes de facturation,90.0,True,Négatif
228,Alexis_S78,Alex,2024-06-18 15:36:41+00:00,@ENGIEpartFR trouvez-vous ça normal d’inventer des consommations et de ne pas vouloir rembourser l’intégralité des trop perçus à vos clients ? @dgccrf @med_energie https://t.co/oSEr7Urk9K,15:36:41,187,1,Service client injoignable,90.0,False,Négatif
229,AliceVachet,Alice Vachet,2024-06-19 08:06:11+00:00,"🗓️ RDV le 20/06 pour la table ronde ""L’#IA, au service de la #relationclients""\n\n🗣️ @ClaireCreation, Directrice Marketing, Data et Communication ENGIE\n🗣️ E. Krieger, professeur à @HECParis\n🗣️ V. Luciani, CEO @Artefact_France\n\n@ENGIEpartFR 🤝 @bymaddyness\n\n#collaborationcommerciale https://t.co/V49DtFm0Lx",08:06:11,311,1,Service client injoignable,90.0,False,Négatif
230,perlinpinpin___,M,2024-06-20 08:08:50+00:00,Coucou @ENGIEpartSAV je t'ai envoyé un DM,08:08:50,41,0,,,,
231,Alex_aka_Gor,aatgrog,2024-06-24 08:02:35+00:00,"@ENGIEpartFR   qui refuse d'envoyer un Extrait de compte comptable à un client. 🤷\n\nPour surfacturer, il y a du monde, pour envoyer un extrait de compte, pas possible. 🤔",08:02:35,170,1,Service client injoignable,90.0,False,Négatif
232,JeremyWillmann,🇨🇵Voltuar🇨🇵,2024-06-24 19:06:59+00:00,"@ENGIEpartFR Attention, Engie double les prix du KWh sans en informer ses clients. Et vous envoie des factures de régularisation exorbitante. Fuyez ce fournisseur à tout prix.",19:06:59,175,0,Service client injoignable,90.0,False,Négatif
233,SMoncompte25831,SAV Moncompte,2024-06-27 09:18:08+00:00,FUYEZ Mon Pilotage Elec! Thread ⬇️\n@ENGIEgroup @ENGIEInnov @engieimpact @ENGIEpartFR #JAgisAvecENGIE https://t.co/eoCkTElVDN,09:18:08,125,0,Problèmes avec l’application,80.0,False,Négatif
234,Malika_CK,Malika Dlr,2024-06-28 13:41:03+00:00,Quelqu'un sait comment contacter un responsable chez @ENGIEpartFR @ENGIEgroup ? Jamais disponible quand on parle aux conseillers 🤔🤷,13:41:03,131,0,,,,
235,CptBaroud,Gurvan 🇫🇷,2024-07-01 19:32:28+00:00,@ENGIEpartFR contrat souscris pour le 20/06/2024 nous sommel e 01/07/2024 et je n'ai tjr rien c'est honteux !,19:32:28,109,1,Pannes et urgences,100.0,True,Négatif
236,latigede88,Latige de88,2024-07-02 02:56:47+00:00,@ENGIEpartFR c'est la galère chez vous j'ai résilié mes deux contrats le 27 juin et je reçois aujourd'hui un nouvel échéancier qui se met en route pour le mois d'août c'est juste fou,02:56:47,182,1,Problèmes de facturation,90.0,True,Négatif
237,gigirmc,Jean-Jacques Robin ن,2024-07-04 08:14:07+00:00,"@ENGIEgroup, @ENGIEpartFR \nVoici le courrier que vous adresse Engie, courrier à la fois lamentable sur la forme et très  contestable sur le fond. Incapable de rédiger dans un bon français, il vous conseille de rester tranquillement chez vous lorsque il vous doivent presque 6000 € sur une facture qui est en attente depuis plus d’un mois, alors qu’ils s’engagent à régler sous 15 jours ce genre de litige . Un nouveau délai va donc courir à partir de maintenant sans se poser la question de savoir si la personne concernée a réellement besoin de cet argent sur son compte en banque. Les petits hommes gris, tous ces gens qui se réfugient derrière des grandes sociétés, n’ont aucune considération pour ceux qui les font vivre.",08:14:07,726,2,Délai d’intervention,95.0,True,Négatif
238,damienbibide,Damien83,2024-07-04 21:40:36+00:00,Même consommation électrique sur 2 années entières et… ma facture a doublée !! On est sur quel niveau d’enculade là? Merci @BrunoLeMaire @ENGIEpartFR 😤😤 https://t.co/NklgLGy7Ku,21:40:36,176,0,Problèmes de facturation,90.0,True,Négatif
239,JacksGrimaldi7,Bella 🧲 Mars,2024-07-07 20:01:37+00:00,@ENGIEpartFR @ClaireCreation @HECParis @Artefact_France @IngridLabuzan @bymaddyness Depuis decembre j attends un cheque de remboursement d un trop payé #Engie C est pour quand ?,20:01:37,177,1,Problèmes de facturation,90.0,True,Négatif
240,MDHauCombat,Maître D'hôtel Extra En Detresse!,2024-07-09 10:44:26+00:00,@ENGIEpartFR @CoopSecuDefense \nCe fournisseur d électricité sont des voleurs ! \n1400 euros en 2 mois de factures et surtout ne pouvant donner aucune explications c est terrible .\n#nepasprendreengie,10:44:26,200,1,Problèmes de facturation,90.0,True,Négatif
241,Granox93,Le G,2024-07-10 16:45:53+00:00,"En 3 ans, je suis passé de 35 euros d’électricité à 80 puis 150, c’est une dinguerie je vais commencer à me brancher sur l’éclairage public vous allez voir @ENGIEpartFR",16:45:53,168,0,Problèmes de facturation,90.0,True,Négatif
242,CarreraMag36695,Carrera Magda,2024-07-12 09:48:21+00:00,@ENGIEpartFR INACCEPTABLE!! J’attends depuis plus d’une semaine d’être rappeler en urgence par un chauffagiste!! Je ne peux pas dormir chez moi à cause de vous! Vous êtes scandaleux!!honte sur vous et l’impossibilité d’accéder à vos service!! #engie #serviceclient #intouchable,09:48:21,277,3,Service client injoignable,90.0,False,Négatif
243,Rickylaroche53,rickylaroche53,2024-07-12 11:45:20+00:00,@ENGIEpartSAV bonjour. Je suis passé de engie part à engie pro mais vous continuez le contrat malgré la demande de résiliation par engie pro. Pouvez vous m'aidez svp?,11:45:20,166,0,Problèmes de facturation,90.0,True,Négatif
244,alexonflux,Alexandre COUVREUX,2024-07-16 01:05:44+00:00,"@AlertesInfos En même temps... Vous avez regardé votre prix du kilowatts ?! En 1 an, c'est l'explosion💥... +50% pour moi.\nMerci @ENGIEpartFR",01:05:44,141,0,,,,
245,ben_blow,BenBlow,2024-07-16 07:40:29+00:00,"@ENGIEpartFR c’est vraiment une société qui se fou de ses clients. \nLeur app est bidon. N’est jamais à jour, c’est jamais de leur faute toujours celle du client. \nPourtant avec tout le fric qu’ils prennent ils devraient avoir un truc fonctionnel mais non.\nFranchement à fuir.",07:40:29,278,0,Service client injoignable,90.0,False,Négatif
246,Elody_C,Elody ✨,2024-07-16 14:56:14+00:00,Hello @ENGIEpartFR c’est possible de discuter en privé ??,14:56:14,57,0,Problèmes de facturation,90.0,True,Négatif
247,_huynhlucy,😼😸,2024-07-17 07:42:42+00:00,@ENGIEpartFR ça va de passer mes mensualités de 80€ à 170€ ??? Vous êtes des grands malades j’ai 40m2 😂😂,07:42:42,104,0,Problèmes de facturation,90.0,True,Négatif
248,0Poliak,elPoliak,2024-07-17 08:23:44+00:00,@ENGIEpartFR alors comme ça on veut pas rembourser ses client et on leur impute des délais et des contraintes effarantes alors que c’est vous qui êtes en tord ? Ça commence à faire beaucoup la non ?,08:23:44,198,1,Service client injoignable,90.0,False,Négatif
249,io_kbt,Kevin.eth.io,2024-07-18 12:55:46+00:00,@ENGIEpartFR bonjour j’ai une question puis-je savoir si c’est possible de savoir si quelqu’un est branché sur mon compteur électrique ???,12:55:46,138,0,Problèmes de facturation,90.0,True,Négatif
250,Fred_PG21,Fred | Pocket Gamers |,2024-07-19 14:03:54+00:00,"@ENGIEpartFR Merci pour ce jour d'attente pour l'entretien de ma chaudière. Passage dans la matinée (8h-12h) et aucun appel. Après 5 appels au numéro fourni, toujours aucune nouvelle du technicien. \nAvoir pris sa matinée, puis prendre un avertissement du patron j'adore.",14:03:54,271,0,Problèmes de facturation,90.0,True,Négatif
251,Florian_fdl,Florian,2024-07-21 12:37:33+00:00,Hey @ENGIEpartFR comment vous pouvez justifier que je consomme moins en mai qu’en janvier mais que je paie 3 fois plus cher ? Le prix de l’abonnement a déjà doublé et le prix de l’électricité n’a pas triplé à ce que je sache. \nMoins je consomme et plus je suis facturé ?! https://t.co/FIp5EDJfLQ,12:37:33,296,1,Problèmes de facturation,90.0,True,Négatif
